user_id,anime_id,rating
99999,136,10
99999,30276,10
99999,32182,10
99999,245,10
99999,5114,9
99999,1535,9
99999,11061,9
99999,33255,9
99999,9253,9
99999,23755,9
99999,32935,8
99999,28891,8
99999,20583,8
99999,31964,8
99999,32867,8
99999,31478,8
99999,24415,8
99999,16894,8
99999,11771,8
99999,813,8
99999,13601,7
99999,4224,7
99999,225,7
